City,District,Ward,Street,address,area_value,price_value_trieu,price_per_m2_final
Hồ Chí Minh,Tân Phú,,,"Cho thuê kho xưởng sạch đẹp giá tốt diện tích từ 300-2000m2 gần KCN, Phường Tây Thạnh, Tân Phú, HCM",1000.0,100.0,100000.0
Bình Dương,Bến Cát,,,"Chính chủ cần cho thuê xưởng sản xuất gỗ MT QL13, Tân Định, Bến Cát, Bình Dương LH 0987 899 ***",2000.0,50.0,25000.0
Hồ Chí Minh,Nhà Bè,,,"Cho thuê mặt tiền Lê Văn Lương, Nhà Bè, vừa bán hàng và làm kho",495.0,30.0,60606.06060606061
Bình Dương,Bến Cát,,,Cho thuê khu nhà xưởng khu vực Bình Dương DT từ 1000 tới 10.000 m2giá 60k/1m LH:0944 613 ***,1000.0,60.0,60000.0
Hà Nội,Thanh Oai,,,"Cho thuê kho xưởng tại KCN Thanh Oai, Hà Nội. DT: 400m2, 1200m2, 1600m2, 3000m2... 5000m2",1200.0,96.0,80000.0
Hải Phòng,Huyện Thủy Nguyên,Xã Đông Sơn,QL.10,"Cho thuê kho xưởng 1.000m2 tại QL10, Đông Sơn, Thủy Nguyên",1000.0,45.0,45000.0
Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Đường Võ Văn Kiệt,"Cho thuê kho xưởng 870 m2 tại Phường An Lạc, Quận Bình Tân, gần Võ Văn Kiệt và Vòng Xoay An Lạc",870.0,85.0,97701.14942528735
Hà Nội,Huyện Hoài Đức,Xã La Phù,Đường La Phù,"Cho thuê kho La Phù Hoài Đức Hà Nội, diện tích 200 - 300 - 500 - 1000m2",1000.0,70.0,70000.0
Hà Nội,Nam Từ Liêm,,,"Sẵn kho cho thuê gấp kho tại Đại Mỗ, liên hệ 0911 908 ***",1000.0,70.0,70000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê kho 1300m2 đường Nguyễn Văn Quỳ giá 130tr/th, LH: Duy 0789 070 ***",1300.0,130.0,100000.0
Hà Nội,Huyện Hoài Đức,Xã Song Phương,,"Cho thuê kho xưởng 1000m2 tại Song Phương, Hoài Đức, Hà Nội - Vị trí vàng, giá hấp dẫn",1000.0,20.0,20000.0
Hải Phòng,Hải An,,,Cho thuê KCN Deep C Hải Phòng. DT xưởng: 3000m2 - 10.000m2 giá thuê,10000.0,1100.0,110000.0
Hồ Chí Minh,Quận 9,,,"Cho thuê kho - xưởng sản xuất 350m2. MT Nguyễn Duy Trinh, chỉ 25tr/th. Ngay vòng xoay Phú Hữu",350.0,25.000000000000004,71428.57142857143
Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Hẻm 8 Đường Đặng Thùy Trâm,"Cho thuê lô đất 7m x 21m MT đường 12m Đặng Thùy Trâm, Bình Thạnh",150.0,10.0,66666.66666666667
Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Đường Bình Lợi,MB Bình Lợi - Bình Thạnh - DT 1000m2 - giá 30tr,1000.0,30.0,30000.0
Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,Hẻm 24 Bến Lội,"Cho thuê kho xưởng mới xây 24/9 Bến Lội, Bình Trị Đông A, Bình Tân",200.0,23.0,115000.0
An Giang,Long Xuyên,Phường Mỹ Bình,Trần Hưng Đạo,"Cho thuê nhà mặt tiền Trần Hưng Đạo, Mỹ Bình, Long Xuyên, An Giang",297.0,50.0,168350.16835016836
Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,Phan Văn Hớn,"Cho thuê kho xưởng Phan Văn Hớn, Bà Điểm, Hóc Môn, 200m2",200.0,10.0,50000.0
Hồ Chí Minh,Hóc Môn,,,"Cho thuê kho xưởng ngay Bà Điểm, Hóc Môn, 200m2, gần ngã 4 An Sương",200.0,12.0,60000.0
Hồ Chí Minh,Quận Tân Phú,,Đường Bình Long,"Kho xưởng nhà mặt tiền đường Bình Long, Quận Tân Phú",195.0,29.0,148717.94871794872
Khánh Hòa,Nha Trang,,,"Cho thuê đất 1.300m2 đường Gò Cây Sung, thích hợp mở quán cafe, bida, chỉ 9tr/tháng. LH 0977 681 ***",1300.0,9.0,6923.076923076923
Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,Đường Vĩnh Lộc,"Kho xưởng mặt tiền đường Vĩnh Lộc, Vĩnh Lộc B, Bình Chánh. Diện tích: 1400m2, kho xưởng 600m2",1400.0,40.0,28571.428571428572
Lâm Đồng,Đức Trọng,,,"Cho thuê mặt bằng MT QL 20, DT 10x60m, tổng 600m2 gần sân bay Liên Khương",600.0,40.0,66666.66666666667
Lâm Đồng,Đức Trọng,,,Cho thuê mặt bằng QL20 TT Liên Nghĩa 10x50m 500m2 có 2 mặt tiền giá 25tr/th,500.0,25.0,50000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê bãi đất trống 1.000m2, Huỳnh Tấn Phát, Quận 7 - cơ hội hiếm có cho kinh doanh",1000.0,40.0,40000.0
Hồ Chí Minh,Huyện Nhà Bè,Xã Hiệp Phước,Đường Phan Văn Bảy,"Cho thuê đất trống 5.000m2, Phan Văn Bảy, Hiệp Phước, Nhà Bè - cơ hội hiếm có cho dự án",5000.0,80.0,16000.0
Hồ Chí Minh,Quận 9,,,"Cho thuê đất mặt tiền 5.500m2 đường Liên Phường, P Phú Hữu, TP. Thủ Đức - giá ưu đãi!",5500.0,70.0,12727.272727272728
Hồ Chí Minh,Hóc Môn,,,"Cho thuê kho 500m2, Đông Lân, Bà Điểm, Hóc Môn - sự linh hoạt cho quản lý sản xuất!",500.0,20.0,40000.0
Hồ Chí Minh,Bình Thạnh,,,"Kho cho thuê 239m2, Quốc Lộ 13, Q. Bình Thạnh - sự lựa chọn đáng tin cậy cho doanh nghiệp",239.0,50.0,209205.02092050208
Hồ Chí Minh,Quận 9,,,"Cho thuê kho, xưởng 500m2, Lã Xuân Oai, P. Long Trường - cơ hội độc quyền!",500.0,25.0,50000.0
Hồ Chí Minh,Quận 1,,,"Kho cho thuê 650m2, Nguyễn Thái Học - gần Cầu Ông Lãnh - đối tác lưu trữ hiệu quả cho doanh nghiệp",650.0,117.0,180000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê kho 1.800m mặt tiền đường, trung tâm Quận 7 - Gần Lotte Mart - Cơ hội đặc biệt",1800.0,200.0,111111.11111111111
Hồ Chí Minh,Thủ Đức,Phường Bình Trưng Đông,Đường Nguyễn Duy Trinh,Cho thuê lô góc 3 mặt tiền Nguyễn Duy Trinh P. Bình Trưng Đông,1960.0,350.0,178571.42857142858
Hồ Chí Minh,Hóc Môn,,,"Xưởng cho thuê 600m2- tiện nghi đầy đủ, đường xe container 24/24 - giải pháp hiệu quả cho sản xuất",600.0,30.0,50000.0
Hồ Chí Minh,Bình Tân,,,"Cho thuê xưởng mới 350m2, điện 3 pha - sự linh hoạt cho quản lý sản xuất!",350.0,35.0,100000.0
Hồ Chí Minh,Bình Tân,,,"Kho cho thuê 200m, đường Số 1, Quận Bình Tân - thuận tiện cho mọi nhu cầu!",200.0,25.0,125000.0
Hồ Chí Minh,Bình Tân,,,"Nhà xưởng cho thuê 1.200m2, Trần Văn Giàu - đối tác lưu trữ hiệu quả cho doanh nghiệp của bạn",1200.0,80.0,66666.66666666667
Hồ Chí Minh,Bình Tân,,,"Cho thuê kho 250m2 thuận tiện - đường rộng, thoáng mát tại Bình Tân: Giải pháp lưu trữ hiệu quả!",250.0,20.0,80000.0
Hồ Chí Minh,Quận 2,,,"Kho bãi hiện đại: Cho thuê kho 300m2, đường 40, phường Thảo Điền - giá chỉ 30 triệu/tháng!",300.0,30.0,100000.0
Hồ Chí Minh,Nhà Bè,,,"Kho cho thuê 1.500m2, mặt tiền đường Đào Sư Tích - nơi lý tưởng để quản lý hàng hóa",1500.0,120.0,80000.0
Hồ Chí Minh,Quận 9,,,"Cho thuê kho/xưởng sản xuất MT Nguyễn Duy Trinh, Trường Thạnh, Q9 (DT:600m2) điện 3Fa. Giá 27tr/th",600.0,27.0,45000.0
Hồ Chí Minh,Gò Vấp,,,"Cho thuê kho mặt tiền Phan Văn Trị, P10, Gò Vấp, 1.000 m2 xưởng sẵn, giá 90tr/ tháng",1000.0,90.0,90000.0
Hồ Chí Minh,Củ Chi,,,"Cho thuê 2.000 m2 nhà xưởng gồm 3 xưởng nhỏ DT 40x50, Xã Bình Mỹ, Củ Chi, giá 25tr/ xưởng",2000.0,25.0,12500.0
Hồ Chí Minh,Hóc Môn,,,"Cho thuê xưởng mặt tiền Bùi Công Trừng, 10x30m, cấp 4, giá 40tr / tháng",300.0,40.0,133333.33333333334
Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,Đường Phan Văn Hớn,"Cho thuê kho 2.300 m2 Phan Văn Hớn, Xuân Thới Thượng, Hóc Môn, giá 100tr/ tháng",2300.0,100.0,43478.260869565216
Hồ Chí Minh,Quận 12,,,"Cho thuê nhà xưởng 5.000m2 mặt tiền Quốc Lộ 1A, An Phú Đông Q12, giá 200tr/tháng, 5 năm trở lên",5000.0,200.0,40000.0
Hồ Chí Minh,Quận 12,,,"Cho thuê kho làm showroom, cửa hàng mặt tiền Lê Văn Khương, 14x30, kế nhà máy bia 80tr/tháng",420.0,80.0,190476.19047619047
Hồ Chí Minh,Quận 9,,,Cho thuê kho - xưởng ngay góc Liên Phường - Bưng Ông Thoàn - DT 600 m2. Giá 25tr/th,600.0,25.0,41666.666666666664
Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Quốc Lộ 1,"Cho thuê xưởng mới Thạnh Lộc 19, DT 10.5x21m",2226.0,12.0,5390.8355795148245
Long An,Đức Hòa,,,Cho thuê xưởng KCN Hải Sơn - Tân Đô - Đức Hoà - Long An (xưởng mới 100%) 13.000m2,13000.0,610.0,46923.07692307692
Long An,Đức Hòa,,,"Cho thuê 13.000m2 xưởng KCN Đức Hoà - Long An (giá 64.556,9đ/m2)",13000.0,728.0,56000.0
Long An,Đức Hòa,,,Cho thuê xưởng KCN Đức Hoà Long An 10000m2 xưởng mới nền eboxy,10000.0,540.0,54000.0
Long An,Đức Hòa,,,Cho thuê kho xưởng 3.000 - 5.000m2 giá rẻ tại Đức Hoà Hạ - Long An (PCCC tự động),4500.0,180.0,40000.0
Long An,Đức Hòa,,,Cho thuê xưởng KCN Hải Sơn - Đức Hoà Hạ - Long An (giá tốt nhất KCN) 10000m2,10000.0,10.0,1000.0
Long An,Huyện Đức Hòa,Xã Mỹ Hạnh Nam,TL.824,Cho thuê kho siêu rẻ tại Đức Hoà - Long An (40k/m2),3000.0,120.0,40000.0
Long An,Đức Hòa,,,Cho thuê xưởng KCN Hải Sơn - Đức Hoà Long An (xưởng mới tổng 13.000m2),13000.0,550.0,42307.692307692305
Long An,Huyện Đức Hòa,Xã Đức Hòa Hạ,Đường Hải Sơn Tân Đức,Cho thuê xưởng KCN Hải Sơn - Tân Đô - Đức Hoà - Long An (13.000m2),13000.0,728.0,56000.0
Long An,Đức Hòa,,,Cho thuê xưởng KCN Hải Sơn - Đức Hoà Đông - Long An (giá tốt nhất KCN) Mới 100%,5000.0,300.0,60000.0
Hồ Chí Minh,Quận 7,,,Cho thuê kho chứa hàng mặt tiền đường Nguyễn Văn Linh - DT: 160m2 - 15 triệu/tháng,160.0,13.0,81250.0
Hồ Chí Minh,Tân Phú,,,"Cho thuê kho MT kênh 19/5 diện tích 500m2 giá 40tr/ tháng. Kho đẹp, trống nhận ngay",500.0,40.0,80000.0
Hồ Chí Minh,Bình Tân,,,Cho thuê kho diện tích 600m2 đường Tân Kỳ Tân Quý giá 55 triệu/tháng kho trống nhận ngay,600.0,55.0,91666.66666666667
Hậu Giang,Châu Thành A,,,"Kho xưởng 8.000m2 mặt tiền ngang 40m đường Quốc Lộ, lộ container có PCCC và điện 3 pha",8000.0,320.0,40000.0
Bình Dương,Bắc Tân Uyên,,,Cho thuê xưởng tại Bắc Tân Uyên - Bình Dương. Giá bao rẻ toàn thị trường,12000.0,120.0,10000.0
Bình Dương,Thủ Dầu Một,,,Cho thuê xưởng trong cụm công nghiệp tại Bình Dương,12530.0,977.34,78000.0
Bình Dương,Huyện Bắc Tân Uyên,Xã Đất Cuốc,,Cho thuê kho xưởng tại Đất Cuốc - Bình Dương,20000.0,1300.0,65000.0
Bình Dương,Thuận An,,,"Cho thuê kho xưởng tại Thuận An, Bình Dương",1600.0,95.0,59375.0
Đồng Nai,Biên Hòa,,,Cho thuê nhà làm kho xưởng mới đẹp trên đường Lý Văn Sâm giá tốt,200.0,55.0,275000.0
Hồ Chí Minh,Thủ Đức,,,Cho thuê kho - xưởng - gara mặt tiền Quốc Lộ 13. DT 14.5x35m hơn: 510m2. Giá chỉ 38tr/th,510.0,38.0,74509.80392156863
Hồ Chí Minh,Quận 9,,,"Cho thuê kho - xưởng sản xuất. 350m2. MT Nguyễn Duy Trinh, Phú Hữu. Chi 25tr/th. Vòng xoay Phú Hữu",350.0,25.000000000000004,71428.57142857143
Phú Thọ,Thanh Sơn,,,Cho thuê xưởng có dàn cẩu trục 3000 m2 tại Phú Thọ,3000.0,50.0,16666.666666666668
Hưng Yên,Yên Mỹ,,,Trường kho xưởng Hưng Yên - cho thuê 3200m2 có PCCC nghiệm thu. Giá 65.016đ/m2/th cả VAT,3200.0,6.4,2000.0
Hồ Chí Minh,Quận Gò Vấp,Phường 15,Đường Tô Ngọc Vân,"Cho thuê đất 3000m2, lô góc 3 mặt tiền đường xe tải Tô Ngọc Vân, Phường 15, Gò Vấp. LH: 0968 211 ***",3000.0,40.0,13333.333333333334
Hồ Chí Minh,Hóc Môn,,,"Cho thuê kho, xưởng MT Quốc Lộ 22, Hóc Môn, 9m x 75m, 35tr/tháng",675.0,35.0,51851.851851851854
Hồ Chí Minh,Quận 12,Phường An Phú Đông,Đường Nguyễn Thị Nhuần,"Cho thuê 2700m2 đất lô góc 2 mặt đường xe tải Nguyễn Thị Nhuần, An Phú Đông, Quận 12 giáp Gò Vấp",2700.0,50.0,18518.51851851852
Hồ Chí Minh,Nhà Bè,,,"Cần cho thuê kho KCN Hiệp Phước 3400m2, giá thuê 90k/m2 or 50k/m2",3400.0,170.0,50000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê đất 350m2 đường Gò Ô Môi giá 29tr, LH: Duy 0789 070 ***",350.0,29.0,82857.14285714286
Hồ Chí Minh,Quận 4,,,Mặt tiền Nguyễn Tất Thành Q4 - cho thuê kho rộng 2.000m2,2000.0,200.0,100000.0
Long An,Đức Hòa,,,"Cho thuê kho xưởng giá cực rẻ chỉ 50.526ngh/m2 với DT 21.000m2 trong KCN tại Đức Hòa, Long An",21000.0,1113.0,53000.0
Hồ Chí Minh,Nhà Bè,,,Kho cho thuê 4.000m2 và 3.400m2 KCN Nhà Bè,4000.0,280.0,70000.0
Hồ Chí Minh,Phú Nhuận,,,"Tại Khu Vực P9 Phú Nhuận Cho thuê mặt bằng Tiện Nghi - 600m, 60 triệu/tháng",600.0,60.0,100000.0
Hồ Chí Minh,Phú Nhuận,,,"Tại Đào Duy Anh, P. 9, Q. Phú Nhuận Cho Thuê Kho rộng 250m2 an ninh, tiện nghi, giá hấp dẫn",250.0,35.0,140000.0
Hồ Chí Minh,Thủ Đức,,,"Giảm 10tr còn 38tr/th. Cho thuê MBKD MT Quốc lộ 13, HBP, Thủ Đức (525M2) 15x35m. Thích hợp Gara-Kho",510.0,38.0,74509.80392156863
Bình Dương,Dĩ An,,,Cho thuê kho 750m2 gần QL 1K Đông Hòa,750.0,22.0,29333.333333333332
Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Đường Quốc Lộ 1A,"Cho thuê kho xưởng mới xây diện tích từ 1000m2 - 2000m2 Đường Quốc lộ 1A, P. An Lạc, Quận Bình Tân",1000.0,98.0,98000.0
Hồ Chí Minh,Quận 12,,,"Cho thuê kho xưởng tại quận 12, pháp lý rõ ràng, đa dạng diện tích từ 200m2 đến 10.000m2",500.0,20.0,40000.0
Hồ Chí Minh,Quận 9,,,"Cho thuê kho - xưởng sản xuất tại Phường Phú Hữu, Quận 9. Trần cao. 400m2. Giá 25tr/th",400.0,25.0,62500.0
Hồ Chí Minh,Quận 9,,,Cho thuê kho - xưởng sản xuất đường Nguyễn Duy Trinh - Võ Chí Công. 300m2 - 600m2 - 1000m2 - 1400m2,400.0,25.0,62500.0
Hồ Chí Minh,Quận 9,,,Cho thuê kho - xưởng góc Liên Phường - Bưng Ông Thoàn. 600 m2. (23x20m) giá: 25tr/th,600.0,25.0,41666.666666666664
Long An,Đức Hòa,,,"Cho thuê nhà xưởng 2800 m2, 3200 m2, 9500 m2 khu công nghiệp Hải Sơn, huyện Đức Hòa, tỉnh Long An",14148.0,1103.544,78000.0
Bình Dương,Huyện Dầu Tiếng,Xã Long Tân,,"Cho thuê nhà xưởng 34.754m2 tại Long Tân, Dầu Tiếng, Bình Dương",34754.0,243.278,7000.0
Bình Dương,Dĩ An,,,"Cho thuê xưởng/kho điện 3 pha, 150m2 Dĩ An, Bình Dương",150.0,5.0,33333.333333333336
Hồ Chí Minh,Quận 7,,,Trung tâm Quận 7 cho thuê kho 1.800m2 mặt tiền đường - Gần Lotte Mart,1800.0,200.0,111111.11111111111
Hồ Chí Minh,Quận 7,,,Ngay Q.7 - Huỳnh Tấn Phát cho thuê bãi đất trống DT 1.000m2,1000.0,40.0,40000.0
Hà Nội,Gia Lâm,,,"Chính chủ nhà, phù hợp làm kho, xưởng, hàng gội đầu, mát xa, quán ăn tại Cổ Bi, Gia Lâm, HN",90.0,8.0,88888.88888888889
Hồ Chí Minh,Nhà Bè,,,Ngay mặt tiền đường Đào Sư Tích cho thuê kho rộng 1.500m2,1500.0,120.0,80000.0
Hồ Chí Minh,Nhà Bè,,,"Tại đường Phan Văn Bảy, Nhà Bè cho thuê đất trống mặt tiền rộng 5000m2",5000.0,80.0,16000.0
Hồ Chí Minh,Quận 1,Phường Cầu Ông Lãnh,Đường Nguyễn Thái Học,Đường Nguyễn Thái Học Q1 - Cho thuê kho rộng 650m2 - kế bên cầu Ông Lãnh,650.0,117.0,180000.0
Hồ Chí Minh,Bình Tân,,,"Ngay Trần Văn Giàu, Bình Tân - Cho thuê nhà xưởng rộng 1.200m2",1200.0,80.0,66666.66666666667
Hồ Chí Minh,Quận 9,,,"Đất mặt tiền đường Liên Phường, Thủ Đức - cần cho thuê với DT 5500m2",5500.0,70.0,12727.272727272728
Hồ Chí Minh,Bình Tân,,,"Kho cho thuê giá rẻ, mặt tiền đường nhựa, cách Quốc Lộ 1A 200m. DT 300m2. Kho cao",300.0,17.0,56666.666666666664
Hồ Chí Minh,Tân Phú,,,"Cho thuê kho xưởng 3.100m2 KCN Tân Bình, Tp. HCM",3100.0,219.99999999999997,70967.74193548386
Hồ Chí Minh,Bình Chánh,,,Cho thuê kho xưởng 7.000m2 KCN TP. HCM,7000.0,400.0,57142.857142857145
Hồ Chí Minh,Bình Tân,,,"Công ty cần cho thuê xưởng KCN Tân Tạo, Bình Tân, DT: 2.000m2 - 20.000m2",20000.0,2000.0,100000.0
Hồ Chí Minh,Bình Tân,,,"Cho thuê kho Bình Tân, DT kho: 5.000m2",5000.0,500.0,100000.0
Bình Dương,Bắc Tân Uyên,,,Cho thuê nhà xưởng 150.000 m2 trong khu công nghiệp giá 11.880.000.000 đ/tháng,150000.0,11.88,79.2
Hồ Chí Minh,Quận 4,Phường 18,Đường Nguyễn Tất Thành,"Kho cho thuê 2000m2 mặt tiền đường Nguyễn Tất Thành, P18, Quận 4",2000.0,200.0,100000.0
Hồ Chí Minh,Quận 4,Phường 18,Đường Nguyễn Tất Thành,"Kho cho thuê 2000m2 mặt tiền đường Nguyễn Tất Thành, P18, Quận 4",2000.0,200.0,100000.0
Đồng Nai,Long Thành,,,Chính chủ cho thuê nhà máy 150.000 m2 giá 69.870đ/m2/th trong khu công nghiệp,150000.0,13050.0,87000.0
Hồ Chí Minh,Củ Chi,,,"Cho thuê nhà cấp 4 175m2 hẻm xe tải, cách chợ sáng Tân Thạnh Đông Củ Chi 900m, cách chợ Hóc Môn 7km",175.0,3.9,22285.714285714286
Hồ Chí Minh,Củ Chi,,,Cho thuê nhà 175m2 làm kho hẻm xe tải cách chợ sáng Tân Thạnh Đông Củ Chi 900m cách chợ Hóc Môn 7km,175.0,3.1,17714.285714285714
Bình Dương,Tân Uyên,,,"Cho thuê kho 300m2 mặt tiền DB4, đối diện khu dân cư Sun Casa VSIP 2, giá thuê 15 triệu/tháng",300.0,15.0,50000.0
Lâm Đồng,Đà Lạt,Phường 3,,"Cho thuê đất Đống Đa, phường 3, Đà Lạt view toàn cảnh thành phố CT527",1400.0,25.000000000000004,17857.14285714286
Lâm Đồng,Đà Lạt,Phường 7,Đường Cao Bá Quát,"Cho thuê đất mặt tiền Cao Bá Quát, Phường 7, Đà Lạt view thành phố CT499",3000.0,40.0,13333.333333333334
Tiền Giang,Thị Xã Cai Lậy,Phường 2,,Khu phố 3 phường 2 thị xã Cai Lậy Tỉnh Tiền Giang cho thuê lô đất siêu đẹp lH 0918 716 *** chị Điệp,1788.0,18.0,10067.114093959732
Bình Dương,Thủ Dầu Một,,,"Cho thuê đất 2 mặt tiền (230 m2/ 460 m2) - Hẻm 385 Lê Hồng Phong, Phú Hòa",230.0,15.0,65217.391304347824
Bà Rịa Vũng Tàu,Vũng Tàu,,,Cho thuê kho (DT: 400m2) trục đường Nguyễn Hữu Cảnh (8x50m). Có sẵn giá chỉ 15tr/ tháng,400.0,15.0,37500.0
Lâm Đồng,Đức Trọng,,,Cho thuê kho 630m2 MT QL20 mới xây DT 10.5x60m gần chợ Liên Nghĩa,650.0,20.0,30769.23076923077
Lâm Đồng,Đức Trọng,,,Cho thuê kho MT QL 27 2000m2 DT 25x70m gần sân bay xe 3 giò vào thoải mái,2000.0,50.0,25000.0
Hồ Chí Minh,Quận 9,,,"Cho thuê nhà thô làm kho xưởng khu đô thị Đông Tăng Long, 250m2, giá 6tr/tháng cho thuê lâu dài",250.0,6.0,24000.0
Hồ Chí Minh,Quận 9,,,"Cho thuê kho đường Lã Xuân Oai, P. Long Trường, 250m2 diện tích trống suốt như hình giá 5tr/tháng",250.0,5.0,20000.0
Hồ Chí Minh,Thủ Đức,,,Cho thuê nhà thô làm kho xưởng khu đô thị Vạn Phúc City 350m2 giá 20triệu/tháng cho thuê lâu dài,350.0,20.0,57142.857142857145
Khánh Hòa,Vạn Ninh,,,"Cho thuê lâu dài đất DT 3350 m2 có nhà cũ, gần sân bay mới quy hoạch KKT Bắc Văn Phong",3350.0,5.0,1492.5373134328358
Hồ Chí Minh,Thủ Đức,,,"Cho thuê kho đường xe tải gần Nguyễn Văn Hưởng, phường Thảo Điền 300m2 giá 30 triệu",300.0,30.0,100000.0
Hồ Chí Minh,Quận 2,,,"Cho thuê đất 2 mặt tiền gần đường Nguyễn Văn Hưởng, 320m2, 5 năm giá 40 triệu",320.0,40.0,125000.0
Hồ Chí Minh,Quận 2,,,"Cho thuê đất 10x20 mặt tiền Lương Định Của, An Phú, Quận 2, 10 năm giá 58 triệu",200.0,58.0,290000.0
Hồ Chí Minh,Quận 2,,,"Cho thuê đất 2 mặt tiền sau lưng Song Hành, An Phú Quận 2 - kinh doanh tự do 400m2",400.0,60.0,150000.0
Hồ Chí Minh,Bình Tân,,,"Cho thuê kho 200m2 giá 25 triệu/tháng tại đường Số 1, quận Bình Tân",200.0,25.0,125000.0
Đà Nẵng,Ngũ Hành Sơn,,,Cho thuê đất mặt tiền Đỗ Bá - diện tích gầm 200m2. Vị trí gần Châu Thị Vĩnh Tế,200.0,35.0,175000.0
Hồ Chí Minh,Hóc Môn,,,"Cho thuê xưởng DT lớn 600m2 - tiện nghi đầy đủ, đường xe container 24/24",600.0,30.0,50000.0
Hồ Chí Minh,Quận 11,,,"Cho thuê kho mặt tiền 131A Nguyễn Thị Nhỏ, bề ngang cổng chính 8m, có khoá cổng riêng",400.0,80.0,200000.0
Hồ Chí Minh,Quận 10,Phường 7,Đường Nguyễn Kim,Cho thuê mặt bằng đất - lô góc 3 mặt tiền đường Chương Dương,1800.0,100.0,55555.555555555555
Đà Nẵng,Quận Sơn Trà,Phường Phước Mỹ,Đường Võ Nguyên Giáp,Cho thuê mặt bằng đất 3 mặt tiền mặt biển Võ Nguyên Giáp Sơn Trà - Đà Nẵng,1045.0,160.0,153110.04784688994
Hồ Chí Minh,Bình Tân,,,"Cho thuê kho DT: 1.000m2 mặt tiền Quốc Lộ 1A, thích hợp showroom và nhiều ngành nghề",1000.0,80.0,80000.0
Hồ Chí Minh,Quận 12,,,"Cho thuê kho DT lớn 400m2, gần đường Trường Chinh giá ưu đãi",400.0,36.0,90000.0
Đà Nẵng,Hải Châu,,,Cho thuê 2 lô đất hoặc nhà 3 tầng mặt tiền 12m đường Trần Văn Trứ,230.0,70.0,304347.82608695654
Hồ Chí Minh,Quận 2,,,"Cho thuê đất 165m2 đường hẻm Nguyễn Văn Hưởng, Thảo Điền - 22 triệu/tháng",165.0,22.0,133333.33333333334
Hồ Chí Minh,Thủ Đức,,,Cho thuê kho hình chữ L 700m2 (mặt tiền 10.3m) Nguyễn Thị Định,700.0,45.0,64285.71428571428
Hồ Chí Minh,Quận 4,,,"Cho thuê kho mặt tiền đường Nguyễn Tất Thành, P18, Quận 4, diện tích 2000m2: Giá 200 tr/tháng",2000.0,200.0,100000.0
Hồ Chí Minh,Bình Chánh,,,"Cho thuê kho xưởng tại Vĩnh Lộc A, LH 0908 924 ***",138.0,10.0,72463.76811594203
Hồ Chí Minh,Quận 7,,,"Cho thuê 12 Nguyễn Thị Thập, Quận 7, phù hợp kinh doanh đa ngành nghề",616.0,180.0,292207.7922077922
Hồ Chí Minh,Quận 2,,,"Cho thuê kho xưởng gần Xa Lộ Hà Nội, 1000m2, giá từ 115 triệu /tháng",1000.0,115.0,115000.0
Hồ Chí Minh,Quận 2,,,"Cho thuê kho trống sẵn 450m2, phường Thạnh Mỹ Lợi, 65 triệu / tháng",450.0,65.0,144444.44444444444
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê mặt bằng - vị trí đắc địa tại Phường 2, Quận Tân Bình, TP. HCM - giá 60 triệu/th",600.0,60.0,100000.0
Hồ Chí Minh,Quận 4,,,"Cho thuê kho giá rẻ hấp dẫn tại đường Tôn Thất Thuyết, Q4 với DT 700m2",700.0,125.0,178571.42857142858
Hồ Chí Minh,Quận 7,,,Cho thuê kho khu vực trung tâm Q7 DT 1.800m2 - Giá hấp dẫn!,1800.0,200.0,111111.11111111111
Hồ Chí Minh,Quận 7,,,Cho thuê bãi đất trống 1.000m2 với giá thuê chỉ 40tr/th tại Q.7 Huỳnh Tấn Phát,1000.0,40.0,40000.0
Hồ Chí Minh,Nhà Bè,,,Cho thuê kho 1.500m2 - mặt tiền đường Đào Sư Tích Xã Phước Lộc H. Nhà Bè,1500.0,120.0,80000.0
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Hà Huy Giáp,Cho thuê xưởng 1000m2 - giá 38tr/th đường Hà Huy Giáp,1000.0,38.0,38000.0
Hồ Chí Minh,Bình Chánh,,,"Kho, bãi siêu đẹp ngay trung tâm thị trấn mặt tiền đường Tân Túc - giá thuê: 30tr/tháng",1000.0,30.0,30000.0
Hồ Chí Minh,Bình Chánh,,,"Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh cho thuê nhà xưởng (2.200 m2; 1.100m2) làm kho",2200.0,130.0,59090.90909090909
Hồ Chí Minh,Quận 10,,,Kho lưu trữ diện tích lớn nhỏ có ô kệ để hàng sỉ lẻ mỹ phẩm thương mại điện tử ngay ở Hồ Chí Minh,50.0,4.5,90000.0
