City,District,Ward,Street,address,area_value,price_value_trieu,price_per_m2_final
Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Nguyễn Văn Tráng,"Đường Nguyễn Văn Tráng, Quận 1, Hồ Chí Minh",80.0,95.0,1187500.0
Hồ Chí Minh,Quận 1,,Đường Nguyễn Trãi,"Đường Nguyễn Trãi, Quận 1, Hồ Chí Minh",115.0,120.0,1043478.2608695652
Hồ Chí Minh,Quận 1,,Đường Lê Thị Hồng Gấm,"Đường Lê Thị Hồng Gấm, Quận 1, Hồ Chí Minh",40.0,80.0,2000000.0
Hồ Chí Minh,Quận 1,,Đường Nguyễn Bỉnh Khiêm,"Đường Nguyễn Bỉnh Khiêm, Quận 1, Hồ Chí Minh",92.0,55.0,597826.0869565217
Hồ Chí Minh,Quận 1,,Đường Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Quận 1, Hồ Chí Minh",124.0,80.0,645161.2903225806
Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Phạm Hồng Thái,"Đường Phạm Hồng Thái, Quận 1, Hồ Chí Minh",62.0,80.0,1290322.5806451612
Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Đường Đặng Thị Nhu,"Đường Đặng Thị Nhu, Quận 1, Hồ Chí Minh",80.0,70.0,875000.0
Hồ Chí Minh,Quận 1,,Đường Bùi Thị Xuân,"Đường Bùi Thị Xuân, Quận 1, Hồ Chí Minh",55.0,119.99999999999999,2181818.1818181816
Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Cách Mạng Tháng Tám,"Đường Cách Mạng Tháng Tám, Quận 1, Hồ Chí Minh",988.0,450.0,455465.5870445344
Hồ Chí Minh,Quận 3,,Đường Nguyễn Đình Chiểu,"Đường Nguyễn Đình Chiểu, Quận 3, Hồ Chí Minh",136.0,150.0,1102941.1764705882
Hồ Chí Minh,Quận 1,Phường Tân Định,Đường Trần Quang Khải,"Đường Trần Quang Khải, Quận 1, Hồ Chí Minh",80.0,100.0,1250000.0
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Hồ Xuân Hương,"Đường Hồ Xuân Hương, Quận 3, Hồ Chí Minh",86.0,135.0,1569767.441860465
Hồ Chí Minh,Quận Tân Bình,,Đường Cộng Hòa,"Đường Cộng Hòa, Tân Bình, Hồ Chí Minh",156.0,405.0,2596153.846153846
Hồ Chí Minh,Quận 11,,Đường Lý Thường Kiệt,"Đường Lý Thường Kiệt, Quận 11, Hồ Chí Minh",600.0,120.0,200000.0
Hồ Chí Minh,Quận 10,,,"Quận 10, Hồ Chí Minh",150.0,100.0,666666.6666666666
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Hồ Xuân Hương,"Đường Hồ Xuân Hương, Quận 3, Hồ Chí Minh",92.0,135.0,1467391.3043478262
Hồ Chí Minh,Quận Gò Vấp,Phường 10,Đường Quang Trung,"Đường Quang Trung, Gò Vấp, Hồ Chí Minh",900.0,100.0,111111.11111111111
Hồ Chí Minh,Quận 10,,Đường Ngô Quyền,"Đường Ngô Quyền, Quận 10, Hồ Chí Minh",68.0,45.0,661764.7058823529
Hồ Chí Minh,Quận 3,,Đường Cách Mạng Tháng Tám,"Đường Cách Mạng Tháng Tám, Quận 3, Hồ Chí Minh",75.0,35.0,466666.6666666667
Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Đường Phó Đức Chính,"Đường Phó Đức Chính, Quận 1, Hồ Chí Minh",80.0,75.0,937500.0
Hồ Chí Minh,Quận 3,,Đường Trương Định,"Đường Trương Định, Quận 3, Hồ Chí Minh",72.0,85.0,1180555.5555555555
Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Cách Mạng Tháng Tám,"Đường Cách Mạng Tháng Tám, Quận 1, Hồ Chí Minh",360.0,230.0,638888.8888888889
Hồ Chí Minh,Quận 3,,,"Quận 3, Hồ Chí Minh",86.0,135.0,1569767.441860465
Hồ Chí Minh,Quận 1,Phường Bến Nghé,Đường Đông Du,"Đường Đông Du, Quận 1, Hồ Chí Minh",56.0,150.0,2678571.4285714286
Hồ Chí Minh,Quận 3,,Đường Lê Văn Sỹ,"Đường Lê Văn Sỹ, Quận 3, Hồ Chí Minh",67.2,65.0,967261.9047619047
Hồ Chí Minh,Quận 3,,Đường Lê Văn Sỹ,"Đường Lê Văn Sỹ, Quận 3, Hồ Chí Minh",67.2,65.0,967261.9047619047
Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Cách Mạng Tháng 8,"Đường Cách Mạng Tháng 8, Quận 1, Hồ Chí Minh",988.0,450.0,455465.5870445344
Hồ Chí Minh,Quận Phú Nhuận,,Đường Phan Xích Long,"Đường Phan Xích Long, Phú Nhuận, Hồ Chí Minh",128.0,135.0,1054687.5
Hồ Chí Minh,Quận 1,,Đường Nguyễn Trãi,"Đường Nguyễn Trãi, Quận 1, Hồ Chí Minh",115.0,120.0,1043478.2608695652
Hồ Chí Minh,Quận 1,,Đường Cống Quỳnh,"Đường Cống Quỳnh, Quận 1, Hồ Chí Minh",1050.0,950.0,904761.9047619047
Hồ Chí Minh,Quận 5,,Đường Nguyễn Trãi,"Đường Nguyễn Trãi, Quận 5, Hồ Chí Minh",57.0,80.0,1403508.7719298245
Hồ Chí Minh,Quận 1,,Đường Bùi Thị Xuân,"Đường Bùi Thị Xuân, Quận 1, Hồ Chí Minh",55.0,119.99999999999999,2181818.1818181816
Hồ Chí Minh,Quận 3,,Đường Võ Văn Tần,"Đường Võ Văn Tần, Quận 3, Hồ Chí Minh",60.0,80.0,1333333.3333333333
Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Đường Phó Đức Chính,"Đường Phó Đức Chính, Quận 1, Hồ Chí Minh",80.0,75.0,937500.0
Hà Nội,Quận Hoàn Kiếm,Phường Cửa Đông,Ngõ 34A Lý Nam Đế,"Đường Lý Nam Đế, Hoàn Kiếm, Hà Nội",75.0,90.0,1200000.0
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Hồ Xuân Hương,"Đường Hồ Xuân Hương, Quận 3, Hồ Chí Minh",92.0,135.0,1467391.3043478262
Hồ Chí Minh,Quận 1,Phường Đa Kao,Đường Phan Kế Bính,"Đường Phan Kế Bính, Quận 1, Hồ Chí Minh",100.0,100.0,1000000.0
Hồ Chí Minh,Quận Bình Thạnh,,,"Bình Thạnh, Hồ Chí Minh",150.0,180.0,1200000.0
Hồ Chí Minh,Quận 10,,Đường Thành Thái,"Đường Thành Thái, Quận 10, Hồ Chí Minh",70.0,30.0,428571.4285714286
Hồ Chí Minh,Quận 10,Phường 15,Đường Đồng Nai,"Đường Đồng Nai, Quận 10, Hồ Chí Minh",143.0,66.0,461538.46153846156
Hồ Chí Minh,Quận 1,Phường Đa Kao,Đường Phan Kế Bính,"Đường Phan Kế Bính, Quận 1, Hồ Chí Minh",75.0,100.0,1333333.3333333333
Hồ Chí Minh,Quận 3,,Đường Cách Mạng Tháng Tám,"Đường Cách Mạng Tháng Tám, Quận 3, Hồ Chí Minh",80.0,80.0,1000000.0
Hồ Chí Minh,Quận 10,,Đường Bà Hạt,"Đường Bà Hạt, Quận 10, Hồ Chí Minh",80.0,30.0,375000.0
Hồ Chí Minh,Quận 1,,Đường Nguyễn Bỉnh Khiêm,"Đường Nguyễn Bỉnh Khiêm, Quận 1, Hồ Chí Minh",92.0,55.0,597826.0869565217
Hồ Chí Minh,Quận 1,Phường Tân Định,Đường Đặng Dung,"Đường Đặng Dung, Quận 1, Hồ Chí Minh",80.0,50.0,625000.0
Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Phan Bội Châu,"Đường Phan Bội Châu, Quận 1, Hồ Chí Minh",88.0,170.0,1931818.1818181819
Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Đường Đặng Thị Nhu,"Đường Đặng Thị Nhu, Quận 1, Hồ Chí Minh",64.0,75.0,1171875.0
Hồ Chí Minh,Quận 1,Phường Phạm Ngũ Lão,Hẻm 1 Đường Đỗ Quang Đẩu,"Đường Đỗ Quang Đẩu, Quận 1, Hồ Chí Minh",130.0,150.0,1153846.1538461538
Hồ Chí Minh,Quận 3,,Đường Cách Mạng Tháng Tám,"Đường Cách Mạng Tháng Tám, Quận 3, Hồ Chí Minh",80.0,80.0,1000000.0
Hồ Chí Minh,Quận 1,Phường Nguyễn Cư Trinh,Đường Phạm Viết Chánh,"Đường Phạm Viết Chánh, Quận 1, Hồ Chí Minh",90.0,120.0,1333333.3333333333
Hồ Chí Minh,Quận 1,Phường Đa Kao,Đường Phan Kế Bính,"Đường Phan Kế Bính, Quận 1, Hồ Chí Minh",100.0,100.0,1000000.0
Hồ Chí Minh,Quận 11,,Đường Lý Thường Kiệt,"Đường Lý Thường Kiệt, Quận 11, Hồ Chí Minh",600.0,120.0,200000.0
Hồ Chí Minh,Quận 1,,Đường Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Quận 1, Hồ Chí Minh",2500.0,450.0,180000.0
Hồ Chí Minh,Quận 3,,Đường Võ Văn Tần,"Đường Võ Văn Tần, Quận 3, Hồ Chí Minh",1000.0,220.0,220000.0
Hồ Chí Minh,Quận 1,,Đường Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Quận 1, Hồ Chí Minh",300.0,180.0,600000.0
Hồ Chí Minh,Quận 3,,Đường Bà Huyện Thanh Quan,"Đường Bà Huyện Thanh Quan, Quận 3, Hồ Chí Minh",240.0,200.0,833333.3333333334
Hồ Chí Minh,Quận 10,Phường 12,Đường 3/2,"Đường 3/2, Quận 10, Hồ Chí Minh",210.0,100.0,476190.4761904762
Hồ Chí Minh,Quận 1,Phường Đa Kao,Đường Nguyễn Văn Thủ,"Đường Nguyễn Văn Thủ, Quận 1, Hồ Chí Minh",450.0,230.0,511111.1111111111
Hồ Chí Minh,Quận 3,,Đường Cách Mạng Tháng Tám,"Đường Cách Mạng Tháng Tám, Quận 3, Hồ Chí Minh",396.0,75.0,189393.9393939394
Hồ Chí Minh,Quận 1,Phường Tân Định,Đường Trần Quang Khải,"Đường Trần Quang Khải, Quận 1, Hồ Chí Minh",105.0,45.0,428571.4285714286
Hồ Chí Minh,Quận Gò Vấp,Phường 10,Đường Quang Trung,"Đường Quang Trung, Gò Vấp, Hồ Chí Minh",900.0,100.0,111111.11111111111
Hồ Chí Minh,Quận 1,,Đường Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Quận 1, Hồ Chí Minh",80.0,70.0,875000.0
Hồ Chí Minh,Quận 10,,,"Quận 10, Hồ Chí Minh",800.0,275.0,343750.0
Hồ Chí Minh,Quận 1,,Đường Lê Thánh Tôn,"Đường Lê Thánh Tôn, Quận 1, Hồ Chí Minh",156.0,32.0,205128.20512820513
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Phạm Ngọc Thạch,"Đường Phạm Ngọc Thạch, Quận 3, Hồ Chí Minh",100.0,60.0,600000.0
Hồ Chí Minh,Quận 1,,Đường Hai Bà Trưng,"Đường Hai Bà Trưng, Quận 1, Hồ Chí Minh",180.0,300.0,1666666.6666666667
Hồ Chí Minh,Quận 3,Phường 5,Đường Cao Thắng,"Đường Cao Thắng, Quận 3, Hồ Chí Minh",80.0,68.0,850000.0
Hồ Chí Minh,Quận 10,,,"Quận 10, Hồ Chí Minh",400.0,230.0,575000.0
Hồ Chí Minh,Quận 1,,Đường Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Quận 1, Hồ Chí Minh",2500.0,450.0,180000.0
Hồ Chí Minh,Quận 1,,Đường Cống Quỳnh,"Đường Cống Quỳnh, Quận 1, Hồ Chí Minh",2000.0,220.0,110000.0
Hồ Chí Minh,Quận 11,,Đường Lý Thường Kiệt,"Đường Lý Thường Kiệt, Quận 11, Hồ Chí Minh",600.0,120.0,200000.0
Hồ Chí Minh,Quận 3,,Đường Cách Mạng Tháng Tám,"Đường Cách Mạng Tháng Tám, Quận 3, Hồ Chí Minh",72.0,100.0,1388888.888888889
Hồ Chí Minh,Quận Tân Bình,,Đường Cộng Hòa,"Đường Cộng Hòa, Tân Bình, Hồ Chí Minh",156.0,410.0,2628205.128205128
Hồ Chí Minh,Quận 1,Phường Đa Kao,Đường Nguyễn Văn Thủ,"Đường Nguyễn Văn Thủ, Quận 1, Hồ Chí Minh",450.0,230.0,511111.1111111111
Hồ Chí Minh,Quận Tân Bình,,Đường Cộng Hòa,"Đường Cộng Hòa, Tân Bình, Hồ Chí Minh",156.0,405.0,2596153.846153846
Hồ Chí Minh,Quận 1,Phường Tân Định,Đường Trần Quang Khải,"Đường Trần Quang Khải, Quận 1, Hồ Chí Minh",80.0,100.0,1250000.0
Hồ Chí Minh,Quận 1,,Đường Yersin,"Đường Yersin, Quận 1, Hồ Chí Minh",110.0,100.0,909090.9090909091
Hồ Chí Minh,Quận 1,Phường Tân Định,Đường Trần Quang Khải,"Đường Trần Quang Khải, Quận 1, Hồ Chí Minh",105.0,45.0,428571.4285714286
Hồ Chí Minh,Quận 3,,Đường Rạch Bùng Binh,"Đường Rạch Bùng Binh, Quận 3, Hồ Chí Minh",57.0,59.99999999999999,1052631.5789473683
Hồ Chí Minh,Quận 11,,,"Quận 11, Hồ Chí Minh",200.0,90.0,450000.0
Hồ Chí Minh,Quận 1,,Đường Yersin,"Đường Yersin, Quận 1, Hồ Chí Minh",115.0,100.0,869565.2173913043
Hồ Chí Minh,Quận Bình Thạnh,,Đường Nguyễn Hữu Cảnh,"Đường Nguyễn Hữu Cảnh, Bình Thạnh, Hồ Chí Minh",336.0,200.0,595238.0952380953
Hồ Chí Minh,Quận 1,,Đường Nguyễn Công Trứ,"Đường Nguyễn Công Trứ, Quận 1, Hồ Chí Minh",80.0,240.0,3000000.0
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Hồ Xuân Hương,"Đường Hồ Xuân Hương, Quận 3, Hồ Chí Minh",92.0,135.0,1467391.3043478262
Hồ Chí Minh,Quận 10,Phường 5,Đường Nguyễn Tri Phương,"Đường Nguyễn Tri Phương, Quận 10, Hồ Chí Minh",96.0,210.0,2187500.0
Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Đường Phó Đức Chính,"Đường Phó Đức Chính, Quận 1, Hồ Chí Minh",80.0,75.0,937500.0
Hồ Chí Minh,Quận 1,,Đường Hai Bà Trưng,"Đường Hai Bà Trưng, Quận 1, Hồ Chí Minh",180.0,300.0,1666666.6666666667
Hồ Chí Minh,Quận 1,,Đường Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Quận 1, Hồ Chí Minh",300.0,180.0,600000.0
Hồ Chí Minh,Quận 10,Phường 12,Đường 3/2,"Đường 3/2, Quận 10, Hồ Chí Minh",90.0,90.0,1000000.0
Hồ Chí Minh,Quận 1,,Đường Cô Bắc,"Đường Cô Bắc, Quận 1, Hồ Chí Minh",60.0,50.0,833333.3333333334
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Lê Ngô Cát,"Đường Lê Ngô Cát, Quận 3, Hồ Chí Minh",120.0,50.0,416666.6666666667
Hồ Chí Minh,Quận 1,,Đường Lê Thị Hồng Gấm,"Đường Lê Thị Hồng Gấm, Quận 1, Hồ Chí Minh",40.0,80.0,2000000.0
Hồ Chí Minh,Quận 10,Phường 5,Đường Nguyễn Tri Phương,"Đường Nguyễn Tri Phương, Quận 10, Hồ Chí Minh",80.0,80.0,1000000.0
Hồ Chí Minh,Quận 10,,Đường Lý Thường Kiệt,"Đường Lý Thường Kiệt, Quận 10, Hồ Chí Minh",70.0,100.0,1428571.4285714286
Hồ Chí Minh,Quận 5,,Đường Nguyễn Trãi,"Đường Nguyễn Trãi, Quận 5, Hồ Chí Minh",57.0,80.0,1403508.7719298245
Hồ Chí Minh,Quận Bình Thạnh,,,"Bình Thạnh, Hồ Chí Minh",150.0,180.0,1200000.0
Hồ Chí Minh,Quận 1,,Đường Cống Quỳnh,"Đường Cống Quỳnh, Quận 1, Hồ Chí Minh",1050.0,950.0,904761.9047619047
Hồ Chí Minh,Quận Bình Thạnh,Phường 25,Đường Nguyễn Văn Thương,"Đường Nguyễn Văn Thương, Bình Thạnh, Hồ Chí Minh",60.0,70.0,1166666.6666666667
Hồ Chí Minh,Quận Tân Bình,Phường 2,Hẻm 28/1 Đường Phan Đình Giót,"Đường Phan Đình Giót, Tân Bình, Hồ Chí Minh",230.0,400.0,1739130.4347826086
Khánh Hòa,Nha Trang,,Đường Thống Nhất,"Đường Thống Nhấ́t, Nha Trang, Khánh Hòa",110.0,50.0,454545.45454545453
Hồ Chí Minh,Quận 1,Phường Phạm Ngũ Lão,Hẻm 1 Đường Đỗ Quang Đẩu,"Đường Đỗ Quang Đẩu, Quận 1, Hồ Chí Minh",106.0,150.0,1415094.3396226414
Hồ Chí Minh,Quận Phú Nhuận,,Đường Nguyễn Văn Trỗi,"Đường Nguyễn Văn Trỗi, Phú Nhuận, Hồ Chí Minh",104.0,100.0,961538.4615384615
Hồ Chí Minh,Quận 1,,Đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Quận 1, Hồ Chí Minh",70.0,100.0,1428571.4285714286
Hồ Chí Minh,Quận 3,,Đường Nguyễn Đình Chiểu,"Đường Nguyễn Đình Chiểu, Quận 3, Hồ Chí Minh",110.0,160.0,1454545.4545454546
Hồ Chí Minh,Quận Bình Thạnh,Phường 12,Đường Nơ Trang Long,"Đường Nơ Trang Long, Bình Thạnh, Hồ Chí Minh",216.0,90.0,416666.6666666667
Hồ Chí Minh,Quận Phú Nhuận,Phường 2,Đường Cù Lao,"Đường Cù Lao, Phú Nhuận, Hồ Chí Minh",92.0,48.0,521739.1304347826
Hồ Chí Minh,Quận 3,Phường 5,Đường Cao Thắng,"Đường Cao Thắng, Quận 3, Hồ Chí Minh",63.0,60.0,952380.9523809524
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Hai Bà Trưng,"Đường Hai Bà Trưng, Quận 3, Hồ Chí Minh",106.0,110.0,1037735.8490566037
Hồ Chí Minh,Quận Phú Nhuận,Phường 2,Đường Cù Lao,"Đường Cù Lao, Phú Nhuận, Hồ Chí Minh",92.0,48.0,521739.1304347826
Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Cách Mạng Tháng 8,"Đường Cách Mạng Tháng 8, Quận 1, Hồ Chí Minh",180.0,220.0,1222222.2222222222
Hồ Chí Minh,Quận 1,Phường Phạm Ngũ Lão,Hẻm 1 Đường Đỗ Quang Đẩu,"Đường Đỗ Quang Đẩu, Quận 1, Hồ Chí Minh",130.0,150.0,1153846.1538461538
Hồ Chí Minh,Quận 3,Phường 5,Đường Cao Thắng,"Đường Cao Thắng, Quận 3, Hồ Chí Minh",160.0,180.0,1125000.0
Hồ Chí Minh,Quận 3,Phường 5,Đường Cao Thắng,"Đường Cao Thắng, Quận 3, Hồ Chí Minh",160.0,180.0,1125000.0
Hồ Chí Minh,Quận 3,,Đường Cách Mạng Tháng Tám,"Đường Cách Mạng Tháng Tám, Quận 3, Hồ Chí Minh",100.0,90.0,900000.0
Hồ Chí Minh,Quận 1,,Đường Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Quận 1, Hồ Chí Minh",140.0,80.0,571428.5714285715
Hồ Chí Minh,Quận 1,Phường Đa Kao,Đường Huỳnh Khương Ninh,"Đường Huỳnh Khương Ninh, Quận 1, Hồ Chí Minh",92.0,55.0,597826.0869565217
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Lê Ngô Cát,"Đường Lê Ngô Cát, Quận 3, Hồ Chí Minh",120.0,50.0,416666.6666666667
Hồ Chí Minh,Quận 1,,Đường Nguyễn Trãi,"Đường Nguyễn Trãi, Quận 1, Hồ Chí Minh",115.0,120.0,1043478.2608695652
Hồ Chí Minh,Quận 1,,Đường Lê Thị Hồng Gấm,"Đường Lê Thị Hồng Gấm, Quận 1, Hồ Chí Minh",40.0,80.0,2000000.0
Hồ Chí Minh,Quận Bình Thạnh,,,"Bình Thạnh, Hồ Chí Minh",150.0,180.0,1200000.0
Hồ Chí Minh,Quận 1,,Đường Nguyễn Bỉnh Khiêm,"Đường Nguyễn Bỉnh Khiêm, Quận 1, Hồ Chí Minh",92.0,55.0,597826.0869565217
Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Phan Bội Châu,"Đường Phan Bội Châu, Quận 1, Hồ Chí Minh",88.0,170.0,1931818.1818181819
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Hồ Xuân Hương,"Đường Hồ Xuân Hương, Quận 3, Hồ Chí Minh",86.0,135.0,1569767.441860465
Hồ Chí Minh,Quận 1,Phường Đa Kao,Đường Điện Biên Phủ,"Đường Điện Biên Phủ, Quận 1, Hồ Chí Minh",132.0,190.0,1439393.9393939395
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Lý Chính Thắng,"Đường Lý Chính Thắng, Quận 3, Hồ Chí Minh",105.0,35.0,333333.3333333333
Hồ Chí Minh,Quận 3,Phường 5,Đường Cao Thắng,"Đường Cao Thắng, Quận 3, Hồ Chí Minh",63.0,60.0,952380.9523809524
Hồ Chí Minh,Quận 3,Phường 5,Đường Cao Thắng,"Đường Cao Thắng, Quận 3, Hồ Chí Minh",72.0,90.0,1250000.0
Hồ Chí Minh,Quận Bình Thạnh,,Đường Điện Biên Phủ,"Đường Điện Biên Phủ, Bình Thạnh, Hồ Chí Minh",102.0,50.0,490196.07843137253
Hồ Chí Minh,Quận 3,,Đường Điện Biên Phủ,"Đường Điện Biên Phủ, Quận 3, Hồ Chí Minh",100.0,40.0,400000.0
Hồ Chí Minh,Quận 1,,Đường Đề Thám,"Đường Đề Thám, Quận 1, Hồ Chí Minh",195.5,130.00000000000003,664961.6368286446
Hồ Chí Minh,Quận 1,,Đường Nguyễn Công Trứ,"Đường Nguyễn Công Trứ, Quận 1, Hồ Chí Minh",80.0,240.0,3000000.0
Hồ Chí Minh,Quận 10,,,"Quận 10, Hồ Chí Minh",60.0,40.0,666666.6666666666
Khánh Hòa,Nha Trang,Phường Phước Long,,"Đường số 4 , Đường Thích Quảng Đức, Nha Trang, Khánh Hòa",85.0,18.0,211764.70588235295
Hồ Chí Minh,Quận 3,,Đường Trần Quốc Thảo,"Đường Trần Quốc Thảo, Quận 3, Hồ Chí Minh",110.0,65.0,590909.0909090909
Hồ Chí Minh,Quận 10,,Đường Thành Thái,"Đường Thành Thái, Quận 10, Hồ Chí Minh",120.0,64.99999999999999,541666.6666666666
Hồ Chí Minh,Quận 10,Phường 12,Đường Trần Thiện Chánh,"Đường Trần Thiện Chánh, Quận 10, Hồ Chí Minh",196.0,360.0,1836734.693877551
Hồ Chí Minh,Quận 1,,Đường Nguyễn Bỉnh Khiêm,"Đường Nguyễn Bỉnh Khiêm, Quận 1, Hồ Chí Minh",42.0,23.0,547619.0476190476
Hồ Chí Minh,Quận 1,,Đường Trần Hưng Đạo,"Đường Trần Hưng Đạo, Quận 1, Hồ Chí Minh",500.0,75.0,150000.0
Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Đường Nguyễn Thái Bình,"Đường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",172.0,65.00000000000001,377906.9767441861
Hồ Chí Minh,Quận 1,,Đường Nguyễn Bỉnh Khiêm,"Đường Nguyễn Bỉnh Khiêm, Quận 1, Hồ Chí Minh",102.0,219.99999999999997,2156862.745098039
Hồ Chí Minh,Quận 5,,Đường Lê Hồng Phong,"Đường Lê Hồng Phong, Quận 5, Hồ Chí Minh",103.0,90.0,873786.4077669902
Hồ Chí Minh,Quận Bình Thạnh,,Đường Điện Biên Phủ,"Đường Điện Biên Phủ, Bình Thạnh, Hồ Chí Minh",157.5,353.0,2241269.8412698414
Hồ Chí Minh,Quận Tân Bình,,Đường Bàu Cát 3,"Đường Bàu Cát, Tân Bình, Hồ Chí Minh",300.0,150.0,500000.0
Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Đường Nguyễn Thái Bình,"Đường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",105.0,110.0,1047619.0476190476
Hồ Chí Minh,Quận 1,,,"Quận 1, Hồ Chí Minh",80.0,50.0,625000.0
Hồ Chí Minh,Quận 1,,Đường Tôn Thất Tùng,"Đường Tôn Thất Tùng, Quận 1, Hồ Chí Minh",72.0,50.0,694444.4444444445
Hồ Chí Minh,Quận 1,,Đường Lê Thị Hồng Gấm,"Đường Lê Thị Hồng Gấm, Quận 1, Hồ Chí Minh",125.0,50.0,400000.0
Hồ Chí Minh,Quận 11,Phường 14,Đường Bình Thới,"Đường Bình Thới, Quận 11, Hồ Chí Minh",216.0,110.0,509259.25925925927
Hồ Chí Minh,Quận 1,,,"Quận 1, Hồ Chí Minh",612.0,329.0,537581.6993464052
Hồ Chí Minh,Quận 1,Phường Bến Nghé,Đường Hồ Huấn Nghiệp,"Đường Hồ Huấn Nghiệp, Quận 1, Hồ Chí Minh",100.0,150.0,1500000.0
Hồ Chí Minh,Quận 3,,Đường Rạch Bùng Binh,"Đường Rạch Bùng Binh, Quận 3, Hồ Chí Minh",600.0,142.0,236666.66666666666
Hồ Chí Minh,Quận 3,,Đường Rạch Bùng Binh,"Đường Rạch Bùng Binh, Quận 3, Hồ Chí Minh",75.0,70.0,933333.3333333334
Hồ Chí Minh,Quận 3,,Đường Lê Văn Sỹ,"Đường Lê Văn Sỹ, Quận 3, Hồ Chí Minh",60.0,64.99999999999999,1083333.3333333333
Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,Đường Đặng Thị Nhu,"Đường Đặng Thị Nhu, Quận 1, Hồ Chí Minh",64.0,75.0,1171875.0
Hồ Chí Minh,Quận 3,,,"Quận 3, Hồ Chí Minh",40.0,50.0,1250000.0
Hồ Chí Minh,Quận Bình Thạnh,,Đường Điện Biên Phủ,"Đường Điện Biên Phủ, Bình Thạnh, Hồ Chí Minh",50.0,50.0,1000000.0
Hồ Chí Minh,Quận 1,,Đường Nguyễn Công Trứ,"Đường Nguyễn Công Trứ, Quận 1, Hồ Chí Minh",100.0,195.0,1950000.0
Hồ Chí Minh,Quận 5,,Đường Nguyễn Trãi,"Đường Nguyễn Trãi, Quận 5, Hồ Chí Minh",122.4,190.0,1552287.5816993464
Hồ Chí Minh,Quận 10,Phường 13,Đường Hòa Hưng,"Đường Hòa Hưng, Quận 10, Hồ Chí Minh",80.0,60.0,750000.0
Hồ Chí Minh,Quận Tân Bình,,Đường Nguyễn Thái Bình,"Đường Nguyễn Thái Bình, Tân Bình, Hồ Chí Minh",450.0,249.99999999999997,555555.5555555555
Hồ Chí Minh,Quận 5,,Đường Nguyễn Trãi,"Đường Nguyễn Trãi, Quận 5, Hồ Chí Minh",120.0,150.0,1250000.0
Hồ Chí Minh,Quận Bình Thạnh,Phường 25,Đường Võ Oanh,"Đường Võ Oanh, Bình Thạnh, Hồ Chí Minh",160.0,170.0,1062500.0
Hồ Chí Minh,Quận 10,,Đường Lê Hồng Phong,"Đường Lê Hồng Phong, Quận 10, Hồ Chí Minh",103.0,90.0,873786.4077669902
Hồ Chí Minh,Quận 3,Phường 4,Đường Nguyễn Hiền,"Đường Nguyễn Hiền, Quận 3, Hồ Chí Minh",383.0,5.0,13054.830287206267
Hồ Chí Minh,Quận 1,Phường Đa Kao,Đường Nguyễn Đình Chiểu,"Đường Nguyễn Đình Chiểu, Quận 1, Hồ Chí Minh",100.0,70.0,700000.0
Hồ Chí Minh,Quận 1,Phường Bến Nghé,Đường Mạc Thị Bưởi,"Đường Mạc Thị Bưởi, Quận 1, Hồ Chí Minh",80.0,155.0,1937500.0
