City,District,Ward,Street,address,area_value,price_value_trieu,price_per_m2_final
Hồ Chí Minh,Quận 7,,,"Cho thuê shop 438m2 căn góc thuộc khu M5 chung cư Midtown, Phú Mỹ Hưng",438.0,160.0,365296.803652968
Hồ Chí Minh,Quận 7,,,"Cho thuê cặp shophouse 700m2 góc 2 đường lớn khu Midtown, Phú Mỹ Hưng",700.0,300.0,428571.4285714286
Hồ Chí Minh,Quận 7,,,"Shop gồm trệt và lầu có dt 222m2, đường Nguyễn Văn Linh, Phú Mỹ Hưng",222.0,60.00000000000001,270270.2702702703
Hồ Chí Minh,Quận 7,,,"Shop góc đường Nguyễn Văn Linh, Phú Mỹ Hưng phù hợp làm showroom, vp",410.0,100.0,243902.43902439025
Hồ Chí Minh,Quận 7,,,"Thuê ngay shop kinh doanh đường Bùi Bằng Đoàn, Hưng Vượng, Phú Mỹ Hưng",230.0,90.0,391304.347826087
Hồ Chí Minh,Quận 7,,,"Shop Hưng Vượng, đường Lê Văn Thiêm, Phú Mỹ Hưng đang trống thuê ngay",135.0,32.00000000000001,237037.03703703705
Hồ Chí Minh,Quận 7,,,"CHO THUÊ shophouse 250m2 khu Star Hill mặt tiền Raymondienne, Phú Mỹ Hưng, Quận 7 giá rẻ 0903187589",260.0,80.0,307692.3076923077
Hồ Chí Minh,Quận 7,,,"CHO THUÊ TOÀN BỘ TIỆM NAIL - TÓC Ở PHÚ MỸ HƯNG, QUẬN 7 ĐẦY ĐỦ MÁY MÓC",160.0,55.0,343750.0
Hồ Chí Minh,Quận 7,,,"Cho thuê cửa hàng, ki ốt tại Phường Tân Phong, Quận 7, Hồ Chí Minh diện tích 140m2 giá 70 Triệu/thá",140.0,70.0,500000.0
Hồ Chí Minh,Quận 7,,,"Cho thê CỬA HÀNG kinh doang khu GRANDVIEW, PHÚ MỸ HƯNG, QUẬN 7 GIÁ RẺ",107.0,36.0,336448.5981308411
Hồ Chí Minh,Quận 7,,,"Duy nhất shop 50m2, đường Nguyễn Đức Cảnh, Phú Mỹ Hưng giá thuê rẻ",50.0,46.0,920000.0
Hồ Chí Minh,Quận 7,,,"Shop 88m2 trệt trống suốt mặt tiền Nguyễn Văn Linh, Phú Mỹ Hưng giá rẻ",88.0,35.0,397727.2727272727
Hồ Chí Minh,Quận 7,,,"Cho thuê shop kế góc chung cư Sky Garden, Phạm Văn Nghị, Phú Mỹ Hưng",150.0,62.0,413333.3333333333
Hồ Chí Minh,Quận 7,,,"Đang trống căn shop kinh doanh đường Phạm Văn Nghị, Phú Mỹ Hưng",140.0,62.0,442857.14285714284
Hồ Chí Minh,Quận 7,,,"CHÍNH CHỦ CHO THUÊ shop Cảnh Viên 2, mặt tiền Đường C ngay khu phức hợp Midtown Phú Mỹ Hưng, Q7",122.0,70.0,573770.4918032787
Hồ Chí Minh,Quận 7,,,"CHÍNH CHỦ cho thuê shop Mỹ Viên, đường lớn ở Phú Mỹ Hưng, Quận 7 giá rẻ dt 160m2 trệt và lửng",160.0,45.0,281250.0
Hồ Chí Minh,Quận 7,,,"CHO THUÊ CĂN GÓC SHOPHOUSE MIDTOWN PHÚ MỸ HƯNG, QUẬN 7 giá rẻ. Dt 397m2",387.0,190.0,490956.0723514212
Hồ Chí Minh,Quận 7,,,"CHO THUÊ CỬA HÀNG DT 130m2 khu Hưng Vượng 2, đường Lê Văn Thiêm, Phú Mỹ Hưng, Quận 7 giá rẻ",150.0,30.0,200000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê shop kinh doanh Sky Garden trệt lửng 140m2, Phú Mỹ Hưng, Q7",140.0,70.0,500000.0
Hồ Chí Minh,Quận 7,,,"Còn 1 căn shop mặt tiền đường Phạm Văn Nghị, Sky Garden Phú Mỹ Hưng",130.0,60.0,461538.46153846156
Hồ Chí Minh,Quận 7,,,"CHO THUÊ CỬA HÀNG KINH DOANH DT 160m2 mặt tiền Đường 22, Phú Mỹ Hưng, Quận 7 giá rẻ. LH 0903187589",160.0,45.0,281250.0
Hồ Chí Minh,Quận 7,,,Cho thuê mặt bằng cữa hàng 500m² mặt tiền đg Huỳnh Tấn Phát Giá Thuê 180tr/th,500.0,180.0,360000.0
Hà Nội,Gia Lâm,,,"Cho thuê shophouse 5 tầng (căn góc , 3 mặt tiền) hoàn thiện thang máy tại Vinhomes Gia Lâm",150.0,28.0,186666.66666666666
Hồ Chí Minh,Quận 7,,,Cho thuê mặt bằng Hưng Phước Lê Văn Thiêm DT: 150m2. Giá 27 triệu/tháng,150.0,27.0,180000.0
Hà Nội,Long Biên,,,Cho thuê MB 150M Thạch Bàn ô tô tránh view hồ kinh doanh gì cũng được,150.0,15.0,100000.0
Bình Dương,Dĩ An,,,"Cần sang gấp quán cà phê tại đường Nguyễn Văn Cừ,phường Đông Hoà, tp Dĩ An, Bình Dương",200.0,180.0,900000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng làm sapa, nail có sẵn đồ Hưng Gia Hưng Phước Phú Mỹ Hưng, Quận 7.",111.0,30.000000000000004,270270.2702702703
Hồ Chí Minh,Quận 7,,,"Cho thuê mặt bằng Hưng Phước, mặt tiền đường số 6, gồm trệt + lửng",90.0,17.0,188888.88888888888
Hồ Chí Minh,Quận 7,,,Cho thuê Shophouse Q7 Riverside kinh doanh tùy ý 74m² vị trí đẹp nội khu ngoại khu đều có,74.0,24.999999999999996,337837.8378378378
Hồ Chí Minh,Quận 7,,,"Cho thuê shop Midtown căn đôi trống suốt ngay mặt tiền đường 15, công viên hoa anh đào",387.0,199.0,514211.88630490954
Hồ Chí Minh,Quận 7,,,Cho thuê shop Cảnh viên 2 trệt lầu 168m2 ngay mặt tiền đường C kế căn góc vị trí đẹp,168.0,65.0,386904.7619047619
Hồ Chí Minh,Tân Phú,,,"Mặt bằng có chỗ ở lại, khu nhà trọ, hợp buôn bán, tiệm tóc, shop online. 5.5tr/th",40.0,5.0,125000.0
Hà Nội,Long Biên,,,"Cho thuê mặt bằng spa, trị liệu cao cấp gần BV Tâm Anh.",160.0,30.0,187500.0
Bình Dương,Thủ Dầu Một,,,"CHO THUÊ MẶT BẰNG KD THỜI TRANG 6,5X18, 4LẦU ĐƯỜNG YERSIN, TP TDM",500.0,55.0,110000.0
Hà Nội,Hoàng Mai,,,"Cho thuê cửa hàng, ki ốt tại Đường Nguyễn An Ninh, Hoàng Mai, Hà Nội",57.0,13.0,228070.1754385965
Đồng Nai,Biên Hòa,,,"🔴CHO THUÊ MẶT BẰNG đường Dương Tử Giang, Biên Hòa",100.0,18.0,180000.0
Đồng Nai,Biên Hòa,,,🔴CHO THUÊ nhà MẶT TIỀN đường Võ Thị Sáu Biên Hòa,210.0,31.999999999999996,152380.95238095237
Đồng Nai,Biên Hòa,,,🔴CHO THUÊ nhà MẶT BẰNG đường Phan Trung Biên Hòa,250.0,40.0,160000.0
Hồ Chí Minh,Tân Phú,,,"Mặt bằng lớn 100m2, mặt tiền đường lớn đông đúc, gần chợ Tân Hương, AEON Mall",100.0,17.0,170000.0
Cần Thơ,Ninh Kiều,,,"Cho thuê nhà ngang 10m mặt tiền đường Võ Văn Kiệt, đoạn gần Lotte",210.0,14.000000000000002,66666.66666666667
Cần Thơ,Ninh Kiều,,,"Cho thuê nhà mặt tiền 64A Cù Lao, khu đường Hoa, 4PN full nội thất",243.0,90.0,370370.3703703704
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà mặt tiền Trần Quang Khải ngay chợ Tân Định, 5 phòng ngủ",80.0,30.0,375000.0
Hồ Chí Minh,Quận 1,,,"Cho thuê nhà phố Mỹ Toàn mặt tiền đường Nguyễn Văn Linh, Quận 7",40.0,25.0,625000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê Gấp Toà nhà phố Mỹ Toàn mặt tiền đường Phạm Thái Bường, Quận 7",216.0,45.0,208333.33333333334
Hồ Chí Minh,Quận 7,,,"Cho thuê biệt thự đẹp nhất Hoài Đức, LÔ GÓC 315M2 X 5 tầng, điều hòa ở làm VP, trung tâm",135.0,135.0,1000000.0
Hà Nội,Hoài Đức,,,"Cho thuê nhà mặt tiền CMT8, Tân Bình, 4 tầng trống suốt, DTCN 110m2",315.0,40.0,126984.12698412698
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền Trần Cao Vân, Phú Nhuận, 3 tầng, 3PN, giá 12 tr",110.0,59.99999999999999,545454.5454545454
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà mặt tiền Hoa Lan, Phú Nhuận, ngang 5m, 5PN 5WC, giá 22tr",24.0,12.0,500000.0
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà mặt tiền 74A Nguyễn Kim, Quận 10, 6 tầng, CT cuối nhà",100.0,22.0,220000.0
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà mặt tiền khu nội bộ Cư xá Đô thành, quận 3, 7 tầng suốt",72.0,40.0,555555.5555555555
Hồ Chí Minh,Quận 3,,,"Cho thuê tòa nhà mặt tiền Đặng Dung, quận 1, DT 5,5x20m, có hầm xe",67.0,60.0,895522.3880597015
Hồ Chí Minh,Quận 1,,,"Cho thuê nhà mặt tiền đường quận Tân Bình, nhà nở hậu, 3 tầng, 6 phòng",110.0,65.0,590909.0909090909
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà số 157B Nguyễn Văn Thủ, quận 1, có hầm để xe, 6 phòng ngủ",86.0,25.0,290697.67441860464
Hồ Chí Minh,Quận 1,,,"Cho thuê biệt thự sân vườn 57F Tú Xương, DT 7x18m, 4PN giá 40 triệu",72.0,33.0,458333.3333333333
Hồ Chí Minh,Quận 3,,,"Cho thuê tòa nhà văn phòng 124A Lê Quang Định, có hầm 7 tầng, PCCC",126.0,40.0,317460.31746031746
Hồ Chí Minh,Bình Thạnh,,,"Cho thuê nhà mới mặt tiền Hoa Lan, Phú Nhuận - Giá 30 triệu",100.0,80.0,800000.0
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nguyên căn mặt tiền KD sầm uất, Phú Nhuận, cầu thang cuối nhà",36.0,20.0,555555.5555555555
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà ngang 7m mặt tiền 3D Thích Quảng Đức, Phú Nhuận",105.0,40.0,380952.38095238095
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà mới đẹp đường Cao Thắng, Phường 11, Quận 10",129.0,38.0,294573.6434108527
Hồ Chí Minh,Quận 1,,,"Cho thuê nhà mặt tiền Trần Doãn Khanh, quận 1, DTSD 300m2, giá 35 triệu",71.0,35.0,492957.74647887325
Hồ Chí Minh,Quận 1,,,"Cho thuê nhà số 60A Trần Khắc Chân, quận 1, DTCN 90m2, 4 tầng",90.0,30.0,333333.3333333333
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà nguyên căn đường Nguyễn Công Hoan, 180m2 SD, 3 phòng ngủ",60.0,23.0,383333.3333333333
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà ngang 8m, sàn suốt mặt tiền Cách Mạng Tháng 8, Quận 10",160.0,50.0,312500.0
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà 2 mặt tiền 451A Cao Thắng, Q10 - 5 tầng, có thang máy",90.0,40.0,444444.44444444444
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền Bàu Cát 1, Tân Bình - 4 phòng, sẵn máy lạnh",60.0,25.0,416666.6666666667
Hồ Chí Minh,Quận 3,,,"Cho thuê nhà mặt tiền Lý Chính Thắng, Q3, 4 tầng, kinh doanh sầm uất",90.0,35.0,388888.8888888889
Kon Tum,KonTum,,,"Cho thuê nhà mặt phố đường Hoàng Diệu Kontum rộng rãi, mới đẹp thuận tiện kinh doanh, buôn bán",300.0,30.0,100000.0
An Giang,Long Xuyên,,,"Cho thuê nhà mặt phố đường Trần Hưng Đạo số 185 rộng rãi, mới đẹp thuận tiện kinh doanh, buôn bán",106.6,30.0,281425.89118198876
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà ngang 7m sàn trống suốt mặt tiền Trần Huy Liệu, Phú Nhuận",105.0,80.0,761904.7619047619
Hồ Chí Minh,Quận 12,,,"Cho thuê biệt thự mới xây full nội thất đường Vườn Lài, Quận 12",200.0,22.0,110000.0
Hà Nội,Hoài Đức,,,"Cho thuê Biệt thự lideco 230m2 x 5 tầng, 15 phòng làm XKLĐ, du học, công ty vp",230.0,35.0,152173.91304347827
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà mới đúc 3 tấm mặt tiền kinh doanh Lê Hồng Phong, Quận 10",90.0,35.0,388888.8888888889
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà mới xây mặt tiền đường Hoa Lan, khu VIP Phan Xích Long",90.0,37.0,411111.1111111111
Hà Nội,Hoài Đức,,,"Cho thuê mặt phố Vạn xuân 190m2 x 3 tầng làm ngân hàng, SPA, Shop thời trang",190.0,49.99999999999999,263157.8947368421
Hồ Chí Minh,Quận 7,,,"Cho thuê nhà phố khu Hưng Gia - Hưng Phước, Phú Mỹ Hưng, hầm, thang máy",111.0,62.0,558558.5585585586
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền Tân Hải, Tân Bình, nhà nở hậu, có 3 phòng rộng",86.0,25.0,290697.67441860464
Hà Nội,Hai Bà Trưng,,,"Cho thuê nhà mặt phố Thanh Nhàn 26m2 , mặt tiền 4m, vỉa hè rộng.Giá 16,5 tr",26.0,5.0,192307.6923076923
Hà Nội,Hoàng Mai,,,"Cho thuê mặt phố Giải Phóng Giáp Bát 100m kinh doanh, văn phòng,spa, phòng khám, 4 tầng, 23 triêu",100.0,23.0,230000.0
Cần Thơ,Ninh Kiều,,,Cho thuê nhà mặt tiền có thang máy trung tâm Ninh Kiều,168.0,50.0,297619.04761904763
Cần Thơ,Ninh Kiều,,,"Cho thuê nhà trệt mặt tiền Nguyễn Văn Cừ đoạn KDC Hồng Phát, An Bình, Ninh Kiều",108.0,18.0,166666.66666666666
Cần Thơ,Ninh Kiều,,,Góc 2 ngang 18m đường 3/2 và Trần Hoàng Na,900.0,90.0,100000.0
Cần Thơ,Ninh Kiều,,,"Cho thuê mặt tiền ngang 8m Đại Lộ Hòa Bình - trung tâm nhất TP Cần Thơ, LH 0939.654.386",200.0,80.0,400000.0
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền 72 Nguyễn Thanh Tuyền, Tân Bình, nhà nở hậu",64.0,18.0,281250.0
Hồ Chí Minh,Quận 3,,,"Cho thuê nhà mặt tiền Đỗ Thị Lời, 5x20, 4PN 4WC, nhà mới",100.0,32.0,320000.0
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền Đồ Sơn, Tân Bình, gần Sân Bay, DT 6x20m",120.0,35.0,291666.6666666667
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà 6 phòng mặt tiền 436B Cao Thắng, Quận 10",72.0,42.0,583333.3333333334
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà mặt tiền 215C Nguyễn Thượng Hiền, Phú Nhuận, 4,5x20, 4PN",90.0,23.0,255555.55555555556
Hồ Chí Minh,Quận 1,,,"Cho thuê nhà Mặt Tiền Kinh Doanh Trần Hưng Đạo, Quận 1 - Ngang 8m",120.0,95.0,791666.6666666666
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà mặt tiền Ngô Thời Nhiệm, Phú Nhuận, 4 tầng, có 6 phòng",36.0,13.0,361111.1111111111
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền đường A4 Khu K300, 5x20, 3 tầng, nội thất cao cấp",100.0,30.0,300000.0
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà nguyên căn đường Phan Xích Long, 3 tầng suốt, KD tự do",76.0,55.00000000000001,723684.2105263158
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà số 134C Phan Xích Long, Phú Nhuận, 5x18m, 6 phòng",90.0,35.0,388888.8888888889
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà mặt tiền Huỳnh Văn Bánh, PN, 5 phòng ngủ, giá 28tr",72.0,28.0,388888.8888888889
Hồ Chí Minh,Quận 5,,,"Cho thuê nhà mặt tiền số 119C Nguyễn Trãi, trệt suốt, khu kinh doanh sầm uất",52.0,59.99999999999999,1153846.1538461538
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền 123 Nguyễn Thái Bình, Tân Bình, 5 phòng trống suốt",67.0,25.0,373134.32835820894
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà đường Nguyễn Công Hoan, Phú Nhuận, DTCN 86m2, nhà mới đẹp",86.0,38.0,441860.4651162791
Hồ Chí Minh,Quận 1,,,"Cho thuê nhà mặt tiền 68A Trần Quang Khải, quận 1, 300m2 SD, giá 55tr",75.0,55.0,733333.3333333334
Hồ Chí Minh,Quận 1,,,"Cho thuê nhà nguyên căn 185C Hoàng Sa, quận 1, 5 phòng lớn, giá 29tr",60.0,29.0,483333.3333333333
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà mặt tiền 48A Hồ Bá Kiện, quận 10, DT 5x18m, 2 tầng suốt",90.0,28.0,311111.1111111111
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà Mặt tiền đường Nguyễn Lâm, ngang 5m, 4 lầu suốt, CT cuối",75.0,35.0,466666.6666666667
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nguyên căn mặt tiền đường Hoa, 5PN 5WC, full máy lạnh nội thất",64.0,35.0,546875.0
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền đường 12m Lam Sơn, 6x21, có hầm xe hơi, 5PN",126.0,30.0,238095.2380952381
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà mặt tiền 64A Cù Lao, khu đường Hoa, 4PN full nội thất",80.0,30.0,375000.0
Hồ Chí Minh,Quận 1,,,"Cho thuê nhà mặt tiền Trần Quang Khải ngay chợ Tân Định, 5 phòng ngủ",40.0,25.0,625000.0
Cần Thơ,Ninh Kiều,,,CHO THUÊ NHÀ 2 LẦU MẶT TIỀN ĐƯỜNG LÝ TỰ TRỌNG - CÓ TẦNG TRỆT ĐỂ XE,310.0,25.0,80645.16129032258
Hồ Chí Minh,Quận 7,,,Sở hữu nhanh khách sạn cao cấp 16 phòng ở Phú Mỹ Hưng với giá tốt,111.0,80.0,720720.7207207207
Hà Nội,Cầu Giấy,,,"Cho thuê mặt bằng kinh doanh phố Phùng chí kiên 200m2 làm siêu thị, café, SPA, Tóc",200.0,50.0,250000.0
Hà Nội,Cầu Giấy,,,"Cho thuê mặt bằng 175m2 ở cạnh trường múa làm café, showroom, siêu thị",175.0,37.0,211428.57142857142
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền 12A Đồng Nai, Tân Bình, 5x15m, 5 phòng rộng rãi",75.0,25.0,333333.3333333333
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà mặt tiền 456a Cao Thắng, quận 10, 6 tầng có thang máy",77.0,39.0,506493.5064935065
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà góc 2 mặt tiền số 3 Đồng Nai, Phường 2, Tân Bình, 4 tầng, 360m2 SD",90.0,26.0,288888.8888888889
Cần Thơ,Ninh Kiều,,,"CHO THUÊ NHÀ 2 LẦU KDC THỚI NHỰT, PHƯỜNG AN KHÁNH",210.0,14.000000000000002,66666.66666666667
Cần Thơ,Ninh Kiều,,,Cho thuê tòa nhà mặt tiền chiều ngang 9m đường 30/4,243.0,90.0,370370.3703703704
Hồ Chí Minh,Bình Thạnh,,,"Cho Thuê Mặt Tiền Đinh Tiên Hoàng, Bình Thạnh - DTSD 270m2 - Có Hầm xe",90.0,55.0,611111.1111111111
Hồ Chí Minh,Quận 10,,,"Cho thuê nhà nguyên căn mặt tiền đường khu Hà Đô quận 10, giá 60 triệu",117.0,60.0,512820.5128205128
Hà Nội,Ba Đình,,,"Cho thuê mặt phố Đào tấn 3 mặt thoáng 6,5 tầng làm café, nhà hàng, SPA",50.0,5.0,100000.0
Hà Nội,Ba Đình,,,"Cho thuê lô góc 2 mặt tiền 45m2 x 3 tầng, MT 11m làm siêu thị, ngân hàng, nhà hàng",45.0,61.0,1355555.5555555555
Hà Nội,Ba Đình,,,"Cho thuê nhà mặt phố Giảng Võ gần 300m2 làm ngân hàng, nhà hàng, cafe",300.0,168.0,560000.0
Hồ Chí Minh,Quận 7,,,"Thuê nhanh khách sạn 14 phòng khu phố Hàn, trung tâm Phú Mỹ Hưng",166.0,90.0,542168.6746987952
Hồ Chí Minh,Quận 7,,,"Khách sạn Phú Mỹ Hưng có 15 phòng, hầm, thang máy giá thuê cực tốt",111.0,80.0,720720.7207207207
Hồ Chí Minh,Quận 7,,,Sở hữu nguyên căn khách sạn Phú Mỹ Hưng có 14 phòng có giá thuê tốt,111.0,80.0,720720.7207207207
Hồ Chí Minh,Quận 3,,,"Cho Thuê Biệt Thự Mặt Tiền Nguyễn Thị Diệu, Phường Võ Thị Sáu, Quận 3, TPHCM.",374.0,288.0,770053.4759358289
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà 133C Hoa Lan, Phường 2 Phú Nhuận",90.0,24.999999999999996,277777.77777777775
Hồ Chí Minh,Tân Phú,,,"Cho thuê nhà nguyên căn đường Phan Thị Hành , phú thọ hòa, tân phú",56.0,16.000000000000004,285714.28571428574
Hồ Chí Minh,Quận 7,,,"Chuyên cho thuê nhà phố Hưng Gia, Hưng Phước, Phú Mỹ Hưng, quận 7",111.0,45.0,405405.4054054054
Hồ Chí Minh,Quận 7,,,"Cho thuê nhà phố Hưng Phước - Phú Mỹ Hưng, đường lớn",111.0,62.0,558558.5585585586
Hồ Chí Minh,Quận 7,,,"Cho thuê nhà Hưng Phước, giá rẻ nhất tại Phú Mỹ Hưng, Quận 7",111.0,5.0,45045.045045045044
Hà Nội,Hoàn Kiếm,,,Biệt thự to ở phố chính Hoàn Kiếm cho thuê dài hạn ngay,300.0,200.0,666666.6666666666
Hà Nội,Hoàn Kiếm,,,Cho thuê villa MP Hai Bà Trưng - Hoàn Kiếm 450m2 x 2 tầng mặt tiền 20m,450.0,499.99999999999994,1111111.111111111
Cần Thơ,Ninh Kiều,,,"Cho thuê nhà 3 lầu mặt tiền trung tâm thương mại Cái Khế, 12 triệu/tháng",300.0,12.0,40000.0
Hà Nội,Ba Đình,,,"Cho thuê tòa nhà 7 tầng x 400m2, sân 200m2 làm trường học, trung tâm XKLĐ, VP",400.0,160.0,400000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê gấp Nhà Phố làm VP Hưng Gia 5, Phú Mỹ Hưng, 1 trệt, 1 lửng, 2 lầu, giá tốt 1.900$/tháng",111.0,47.0,423423.42342342343
Hồ Chí Minh,Bình Thạnh,,,Cho thuê nhà Mặt tiền 6 lấu ốp kính cao cấp đường Lê Quang Định,99.0,50.0,505050.50505050505
Hà Nội,Ba Đình,,,"Cho thuê mặt phố Phan kế bính kéo dài 5 tầng vừa ở và kinh doanh SPA, Tóc",30.0,5.0,166666.66666666666
Hà Nội,Nam Từ Liêm,,,"Cho thuê tòa nhà Phương Canh 6 tầng, 1 hầm x 130m2 làm trung tâm XKLD, Du học",130.0,45.0,346153.8461538461
Hà Nội,Ba Đình,,,"Cho thuê nhà Đội Cấn 7 tầng, thang máy làm phòng khám, trung tâm tiếng, SPA",50.0,40.0,800000.0
Hà Nội,Ba Đình,,,"Cho thuê nhà Phan kế bính 5 tầng x 70m2 là quán bar, café, Nail, Tóc",70.0,60.0,857142.8571428572
Hồ Chí Minh,Quận 7,,,Cho thuê nhà phố Hưng Gia mặt tiền đường lớn mé Sky Garden,111.0,52.0,468468.46846846846
Hồ Chí Minh,Tân Bình,,,Cho thuê nhà mặt tiền Đường Nguyễn Hiến Lê - Ngay câu lạc bộ Lan Anh,88.0,21.0,238636.36363636365
Hồ Chí Minh,Quận 3,,,"Cho thuê nhà 5 tầng 543A Nguyễn Đình Chiểu, Phường 2, Quận 3",80.0,38.0,475000.0
Hồ Chí Minh,Quận 7,,,"Cho thuê nhà phố đường lớn Hưng Gia 1, nhà mới 100% có thang máy 6phong có NT PMH Q7 HCM",111.0,69.0,621621.6216216217
Hồ Chí Minh,Quận 7,,,"Cho thuê gấp nhà phố khu Hưng Gia, Hưng Phước, Phú Mỹ Hưng, Quận 7",111.0,44.0,396396.3963963964
Hà Nội,Bắc Từ Liêm,,,"Cho thuê nhà Phố Phú Diễn 180m2 x 6 nổi 1 hầm làm trung tâm tiếng anh,VP, ngân hàng",180.0,120.0,666666.6666666666
Cần Thơ,Ninh Kiều,,,Cho thuê nhà mặt tiền Trần Bạch Đằng gần đại học Y Dược,100.0,25.0,250000.0
Cần Thơ,Ninh Kiều,,,8m mặt tiền đường 3/2 - Xuân Khánh - Ninh Kiều,208.0,29.999999999999996,144230.76923076922
Hà Nội,Nam Từ Liêm,,,"Cho thuê nhà mặt phố Lê Quang Đạo 300m2 x 4T, MT 11m làm nhà hàng, café",300.0,220.0,733333.3333333334
Hà Nội,Ba Đình,,,"Cho thuê nhà lô góc 3 mặt tiền x 3 tầng ở Nguyễn công hoan làm café, nhà hàng, siêu thị",60.0,60.0,1000000.0
Hồ Chí Minh,Tân Bình,,,"Mặt Tiền khu kinh doanh ăn uống, quần áo sầm uất",126.0,28.0,222222.22222222222
Hà Nội,Tây Hồ,,,Cần cho thuê căn shop Nguyễn Văn Huyên dự án Starlake 180m2,180.0,130.0,722222.2222222222
Cần Thơ,Ninh Kiều,,,Cho thuê ngang 12m mặt tiền đường Mậu Thân,600.0,100.0,166666.66666666666
Cần Thơ,Cái Răng,,,Cho thuê góc 2 mặt tiền khu Hưng Phú 1,400.0,20.0,50000.0
Cần Thơ,Ninh Kiều,,,Mặt bằng ngang 8m mặt tiền đường Trần Ngọc Quế (Vị trí siêu đẹp),240.0,27.0,112500.0
Hồ Chí Minh,Quận 7,,,Cho Thuê Nhà Phố Hưng Gia 5 Phú Mỹ Hưng - Trung Tâm Quận 7,111.0,55.0,495495.4954954955
Hồ Chí Minh,Quận 7,,,Cho thuê mặt bằng nguyên căn đường Hưng Gia 5 Phường Tân Phong Quận 7,108.0,55.0,509259.25925925927
Hồ Chí Minh,Tân Bình,,,"Cho thuê tòa nhà mặt tiền đường A4, khu nội bộ K300, DT 8x20m",160.0,80.0,500000.0
Hà Nội,Hai Bà Trưng,,,"Cho thuê gấp giá rẻ mặt phố Vọng 36m, 3 tầng, mặt tiền 5m, vỉa hè, 14 tr/th Hai Bà Trưng.",110.0,14.0,127272.72727272728
Hồ Chí Minh,Tân Bình,,,"Cho thuê nhà mặt tiền Cộng Hòa, gần hoàng Hoa Thám, 8x25, DTSD 600m2",200.0,60.0,300000.0
Hồ Chí Minh,Phú Nhuận,,,"Cho thuê nhà góc 2 mặt tiền 11D Thích Quảng Đức, 7x14, 5 tầng kiên cố",98.0,40.0,408163.2653061224
Đồng Nai,Biên Hòa,,,Nhà KDC D2D đường N2 – nhà 3 lầu 7PN – 16tr/th phù hợp văn phòng căn hộ dịch vụ,84.0,16.0,190476.19047619047
Cần Thơ,Ninh Kiều,,,"Cho thuê văn phòng tòa nhà đường Cách Mạng Tháng 8, Cần Thơ",42.0,5.0,119047.61904761905
Cần Thơ,Ninh Kiều,,,CHO THUÊ NHÀ MẶT TIỀN ĐƯỜNG TRẦN NAM PHÚ,140.0,14.0,100000.0
Cần Thơ,Ninh Kiều,,,Cho thuê nhà hai mặt tiền Nguyễn Văn Cừ,220.0,35.0,159090.9090909091
Cần Thơ,Ninh Kiều,,,"Cho thuê nhà ngang 7m, 2 lầu mặt tiền đường 30/4",259.0,65.0,250965.25096525098
